id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
9.22634E+17,Charming 2 bdrm Apt- Home Away from Home,260986425,Connie,,NINTH WARD,42.65483723,-73.79149619,Entire home/apt,115,3,1,8/14/2023,0.14,1,20,1,
9.24826E+17,1Private Room2B nearlyAlbMed & St.Peter's Hospital,382446799,Elizabeth,,NINTH WARD,42.65496591,-73.78021705,Private room,44,1,7,2/26/2024,0.86,2,349,7,
9.28949E+17,Newly Renovated Gem in Melrose - Pet Friendly,441054845,Thaddeus,,THIRTEENTH WARD,42.67066076,-73.79571205,Entire home/apt,77,1,17,3/3/2024,2.25,1,216,17,
9.32619E+17,Cozy space all on 1 floor close to U Albany,232967878,Diana,,THIRTEENTH WARD,42.67294335,-73.79225343,Entire home/apt,125,1,7,2/4/2024,0.88,22,358,7,
9.32642E+17,Stylish top floor apt w/parking,232967878,Diana,,THIRTEENTH WARD,42.67132411,-73.79247187,Entire home/apt,150,1,11,2/17/2024,1.42,22,349,11,
9.34035E+17,7,493882819,Terra,,SIXTH WARD,42.65654926,-73.77433674,Private room,122,1,3,9/2/2023,0.39,6,283,3,
9.34745E+17,Downtown Albany Apartment: Walk to Capitol!,456511812,Evolve,,SIXTH WARD,42.65506,-73.76401,Entire home/apt,,2,0,,,1,0,0,
9.37838E+17,Hudson 2 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.6586722,-73.77478693,Private room,184,1,2,12/31/2023,0.31,12,278,2,
9.37838E+17,Hudson 1 at The Argus Hotel,526358730,Argus,,ELEVENTH WARD,42.6606,-73.77284,Private room,184,1,4,1/4/2024,0.77,12,278,4,
9.37917E+17,Hudson 3 ADA at The Argus Hotel,526358730,Argus,,TENTH WARD,42.65908259,-73.77455698,Private room,184,1,4,10/24/2023,0.57,12,275,4,
9.37928E+17,Hudson 4 at The Argus Hotel,526358730,Argus,,TENTH WARD,42.66043,-73.77432,Private room,184,1,0,,,12,268,0,
9.37935E+17,Hudson 5 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65846944,-73.77272373,Private room,184,1,1,10/22/2023,0.21,12,277,1,
9.37944E+17,Whalen Suite at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.6590802,-73.7732586,Private room,207,1,1,12/27/2023,0.39,12,281,1,
9.3796E+17,Whalen Deluxe at The Argus Hotel,526358730,Argus,,TENTH WARD,42.66003432,-73.77320092,Private room,,1,0,,,12,273,0,
9.37967E+17,Whalen 3 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65856544,-73.77439829,Private room,201,1,0,,,12,272,0,
9.3826E+17,Whalen 4 at The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65892659,-73.77448007,Private room,,1,0,,,12,266,0,
9.38266E+17,Knickerbocker 1 The Argus Hotel,526358730,Argus,,TENTH WARD,42.6603672,-73.77326956,Private room,,1,0,,,12,284,0,
9.38272E+17,Knickerbocker 3 The Argus Hotel,526358730,Argus,,SIXTH WARD,42.65868262,-73.77332643,Private room,,1,0,,,12,280,0,
9.3828E+17,Carriage House The Argus Hotel,526358730,Argus,,TENTH WARD,42.66036253,-73.77290224,Entire home/apt,364,1,6,2/25/2024,0.83,12,255,6,
9.38421E+17,"The backroom with TV, Queen bed and extra futon",116935236,Fs,,ELEVENTH WARD,42.6708367,-73.7853116,Private room,45,2,13,2/27/2024,1.7,4,345,13,
9.38432E+17,The little room with TV and twin bed,116935236,Fs,,THIRTEENTH WARD,42.66973566,-73.78610658,Private room,35,2,12,3/8/2024,1.55,4,360,12,
9.38476E+17,Colorful and eclectic apartment,132766782,Kelly,,TWELFTH WARD,42.67398204,-73.79126384,Entire home/apt,110,3,0,,,1,226,0,
9.40012E+17,"Sunny King bed, private bath, & garden",172539578,David Yisrael,,FIFTEENTH WARD,42.68001107,-73.81705996,Private room,71,2,3,3/2/2024,0.45,3,36,3,
9.42329E+17,2-Br Apt near St. Peter's Hosp.,491607190,Abba,,FOURTEENTH WARD,42.65801,-73.80049,Entire home/apt,135,1,4,2/17/2024,0.63,6,0,4,
9.42355E+17,1-BR w/ Private Balcony near St. Peter's Hospital,491607190,Abba,,FOURTEENTH WARD,42.65798404,-73.80128215,Private room,105,1,1,8/7/2023,0.14,6,1,1,
9.4275E+17,The spacious room w/ dresser/desk,116935236,Fs,,ELEVENTH WARD,42.67033902,-73.78509801,Private room,50,2,3,3/5/2024,1.55,4,267,3,
9.43344E+17,A G3M near Mansion 3Story Brick House Sleeps 20PPL,39656001,Urbangem,,SECOND WARD,42.64297805,-73.75701914,Entire home/apt,,1,0,,,6,364,0,
9.43359E+17,A Luxury Experience Near Gov Mansion Sleeps 18+PPL,39656001,Urbangem,,SECOND WARD,42.64424112,-73.75675302,Entire home/apt,,2,0,,,6,364,0,
9.50211E+17,"Historic, Spacious Mansion Suite",1717342,David,,SIXTH WARD,42.6541815,-73.7608605,Entire home/apt,128,1,54,3/5/2024,7.86,2,0,54,
9.50614E+17,A beautiful cozy home,529844022,Shirin,,FIRST WARD,42.63855426,-73.76927029,Entire home/apt,,1,0,,,1,0,0,
9.56423E+17,Comfy 1-Br Near Washington Park,491607190,Abba,,TENTH WARD,42.66000843,-73.77397296,Entire home/apt,115,1,8,11/1/2023,1.17,6,0,8,
9.57914E+17,"2 bedroom+home office, private parking & backyard",217254883,Ermenita,,NINTH WARD,42.6549886,-73.7939094,Entire home/apt,129,1,38,3/3/2024,5.53,1,297,38,
9.582E+17,Oasis Garden Apt w/Queen Bed,172539578,David Yisrael,,FIFTEENTH WARD,42.6789628,-73.81724462,Entire home/apt,118,3,1,11/24/2023,0.28,3,78,1,
9.61998E+17,1-Br Apt Near NYS Capitol,491607190,Abba,,SIXTH WARD,42.65586286,-73.76206231,Entire home/apt,,1,3,1/1/2024,0.67,6,0,3,
9.63921E+17,Comfy studio in heart of Albany,189586864,Justin,,SIXTH WARD,42.65240863,-73.77002141,Entire home/apt,89,1,17,3/8/2024,2.6,1,358,17,
9.66288E+17,"Modern 2-bed Apt / Hospitals, SUNY, State Office",374765317,Tanjin,,FIFTEENTH WARD,42.67059399,-73.81678288,Entire home/apt,100,3,6,3/7/2024,1.07,1,91,6,
9.71129E+17,Morning Zen,535042691,Chadell,,THIRD WARD,42.65679551,-73.75335662,Entire home/apt,108,1,16,2/18/2024,2.91,1,0,16,
9.77733E+17,Luxury Condo - Balcony - Jacuzzi,440217250,James,,THIRD WARD,42.6539354,-73.7513252,Entire home/apt,,180,0,,,1,293,0,
9.80034E+17,Chic Madison Parkview,241123402,JShing,,SIXTH WARD,42.65312775,-73.76950465,Entire home/apt,125,1,4,2/29/2024,0.79,1,0,4,
9.80414E+17,Intimate and Cozy Family House,536994984,Deanna,,SEVENTH WARD,42.65246332,-73.77498767,Entire home/apt,,1,0,,,1,269,0,
9.83307E+17,The House That Pat Built,114183978,Tyrell,,FIFTH WARD,42.66627901,-73.76511948,Entire home/apt,120,2,2,2/20/2024,0.42,1,172,2,
9.83307E+17,The Rizzy Stay,426223840,Antonio,,ELEVENTH WARD,42.66391566,-73.77786946,Entire home/apt,114,1,16,3/10/2024,2.81,2,242,16,
9.8901E+17,Modern 1BR in a great location,75667477,Ahmad,,SIXTH WARD,42.65411,-73.76129,Entire home/apt,85,30,2,11/7/2023,0.37,1,40,2,
9.89897E+17,Minutes from hospitals and Universities,109133858,Priscilla,,THIRTEENTH WARD,42.67159925,-73.79798657,Entire home/apt,218,1,1,2/18/2024,1,1,245,1,
9.90935E+17,Garden level apartment | Center Sq-great location!,93905065,Grace,,SIXTH WARD,42.65259924,-73.76178014,Entire home/apt,87,1,5,3/9/2024,3.06,1,151,5,
9.9212E+17,Two bedroom close to colleges!,152762198,Allen,,FOURTEENTH WARD,42.67097736,-73.80695226,Entire home/apt,99,3,4,12/3/2023,0.76,9,179,4,
9.92555E+17,"Beautiful large home, private parking",476189412,Timothy,,SEVENTH WARD,42.64485687,-73.77281881,Entire home/apt,279,2,3,2/25/2024,2.81,2,73,3,
9.93431E+17,Albany 3 Bedroom Apt. Sleeps 6,309980121,Ron,,SIXTH WARD,42.65623,-73.7641152,Entire home/apt,110,2,12,2/29/2024,2.4,1,38,12,
9.99162E+17,"Spacious Apartment Downtown Albany, NY",531209536,Amar,,THIRD WARD,42.6576159,-73.75115885,Entire home/apt,154,1,8,2/25/2024,1.66,1,335,8,
1.00498E+18,Elegant Albany Retreat | Mins to Downtwn & St Rose,31318080,Cindy,,EIGHTH WARD,42.65549778,-73.81065666,Entire home/apt,143,2,2,3/9/2024,2,1,150,2,
1.00531E+18,Lil' Studio on Washington Park,462767507,Joshua,,SIXTH WARD,42.65483901,-73.76743339,Entire home/apt,83,1,7,3/8/2024,1.48,4,342,7,
1.00598E+18,4BD/2BA 2-Story Townhouse Apt Downtown Albany,44434571,Earl,,SECOND WARD,42.6453489,-73.7536465,Entire home/apt,191,1,11,2/25/2024,2.44,6,328,11,
1.00735E+18,Top floor w/off street parking,232967878,Diana,,TENTH WARD,42.6613655,-73.7848232,Entire home/apt,189,1,9,2/17/2024,2.11,22,267,9,
1.01076E+18,Cozy room in ideally located manor with hot tub,382970529,Thomas,,THIRTEENTH WARD,42.67002776,-73.79770542,Private room,50,1,15,2/29/2024,3.49,10,259,15,
1.01076E+18,Cozy Room in grand home with hot tub and coffee!,382970529,Thomas,,THIRTEENTH WARD,42.66970961,-73.79754999,Private room,50,1,14,2/29/2024,3.28,10,249,14,
1.01366E+18,Cozy Room centrally located with hot tub,382970529,Thomas,,FOURTEENTH WARD,42.66873117,-73.79930289,Private room,50,1,13,1/15/2024,3.1,10,208,13,
1.01487E+18,Mini Mansion,509662927,Sergio,,EIGHTH WARD,42.64549439,-73.83282736,Entire home/apt,347,1,18,3/6/2024,4.46,1,276,18,
1.01539E+18,纽约州首府的温馨小屋,182509542,Yan,,NINTH WARD,42.6558992,-73.7965699,Private room,24,1,0,,,1,63,0,
1.01605E+18,Heart of Albany - Downtown Near Everything,42708277,Rodney,,SIXTH WARD,42.6553868,-73.76416369,Entire home/apt,95,1,6,2/25/2024,1.41,2,286,6,
1.0183E+18,Huge house in perfect spot with Hot Tub and Coffee,382970529,Thomas,,THIRTEENTH WARD,42.6699609,-73.79815654,Private room,50,1,14,3/3/2024,3.47,10,262,14,
1.01897E+18,1 Comfy Bedroom Across the Park,37769478,Erion,,SIXTH WARD,42.6535,-73.77046,Entire home/apt,73,1,12,3/8/2024,3.16,8,362,12,
1.02052E+18,Downtown Studio,233515764,Etem,,SECOND WARD,42.6471388,-73.75466082,Entire home/apt,65,1,13,3/10/2024,4.06,1,73,13,
1.02099E+18,*N E W* Spacious Prime DT 1 Bedroom Apt w Office,47625981,Linda,,THIRD WARD,42.65859809,-73.76420636,Entire home/apt,120,1,1,11/26/2023,0.28,15,175,1,
1.02101E+18,*N E W* Modern 1 Bedroom RARE Apt w office space,47625981,Linda,,THIRD WARD,42.659707,-73.76382105,Entire home/apt,119,1,7,2/25/2024,2.1,15,244,7,
1.02156E+18,Angani Place - Your Tranquil Retreat,426253886,Aggie,,SECOND WARD,42.64655139,-73.75972405,Entire home/apt,100,1,6,2/19/2024,2.43,3,252,6,
1.02305E+18,Great home in Albany,496990578,Brian,,ELEVENTH WARD,42.66838,-73.77868,Entire home/apt,102,2,13,2/29/2024,3.9,1,38,13,
1.02853E+18,The Emerald Escape | Two Bed Apartment,462767507,Joshua,,SIXTH WARD,42.65487398,-73.76519869,Entire home/apt,91,3,5,2/24/2024,1.38,4,328,5,
1.03177E+18,Apartment near downtown Albany,542010451,Sophia,,THIRD WARD,42.65863677,-73.75184061,Entire home/apt,76,30,0,,,1,87,0,
1.03472E+18,"*Huge, bright, private 2Bedroom*",130404008,Michael,,THIRD WARD,42.6571053,-73.75132909,Entire home/apt,,14,0,,,1,89,0,
1.03482E+18,"House w/ pond, gardens, sunroom and foosball",392833833,Mary,,TWELFTH WARD,42.67595537,-73.79260844,Entire home/apt,155,2,4,2/29/2024,1.28,1,259,4,
1.04012E+18,Good Vibes Only,519143007,Philip,,ELEVENTH WARD,42.67368029,-73.78413108,Entire home/apt,60,1,11,3/3/2024,3.88,1,164,11,
1.04062E+18,Safe - Sweet -Serene - Long Term,42708277,Rodney,,SIXTH WARD,42.65446888,-73.76077862,Entire home/apt,91,1,10,2/26/2024,4.23,2,215,10,
1.04119E+18,"Great Value!  6 Beds!  W/D, & Parking!",65282034,Archer,,TENTH WARD,42.66106893,-73.7897306,Entire home/apt,114,2,6,2/7/2024,2.05,1,323,6,
1.04357E+18,2 bed room Apartment,212885959,Osas,,SECOND WARD,42.63975708,-73.75705214,Entire home/apt,90,1,4,2/27/2024,4,1,258,4,
1.0437E+18,Charming 1920s house sleeps 6-7,30218591,Rebecca,,FIFTEENTH WARD,42.6743202,-73.81555184,Entire home/apt,1750,2,0,,,1,86,0,
1.05154E+18,Renovated Cozy 1920’s Apartment,31994990,G.G.,,SEVENTH WARD,42.64478211,-73.77639568,Entire home/apt,53,15,0,,,2,153,0,
1.05238E+18,Charming Bungalow in Albany!,52464523,Dashima,,FIRST WARD,42.64081288,-73.77462753,Entire home/apt,88,28,1,1/2/2024,0.43,1,362,1,
1.05389E+18,Smoking allowed on front porch! Massage recliner!,552465537,Kemba,,NINTH WARD,42.65988605,-73.79205704,Entire home/apt,150,1,1,3/6/2024,1,1,356,1,
1.05548E+18,Garden View Ground Apartment,28987572,Bryce,,SIXTH WARD,42.65098735,-73.76307768,Entire home/apt,125,2,2,2/29/2024,2,1,95,2,
1.05607E+18,two private bedrooms near hospitals & schools,20536619,Emily,,THIRTEENTH WARD,42.67140385,-73.79431184,Private room,85,4,0,,,3,173,0,
1.05647E+18,"Bonjour, Bienvenue A Chez Pierre",553112010,Linda,,TWELFTH WARD,42.71489626,-73.87648859,Private room,103,2,0,,,1,268,0,
1.05793E+18,Apt,217818949,Nickolas,,FOURTH WARD,42.6631159,-73.73810329,Shared room,105,1,1,2/5/2024,0.83,1,269,1,
1.06253E+18,private twin room prime location,20536619,Emily,,THIRTEENTH WARD,42.67096068,-73.79513938,Private room,60,5,2,2/10/2024,1.5,3,179,2,
1.07278E+18,The Bluebird’s Nest,426223840,Antonio,,ELEVENTH WARD,42.66391566,-73.77786946,Entire home/apt,102,1,7,3/3/2024,5.68,2,256,7,
1.07318E+18,In the heart of Albany,31994990,G.G.,,SEVENTH WARD,42.64472876,-73.77641183,Entire home/apt,53,30,0,,,2,274,0,
1.07544E+18,The Tangerine Door,542733174,Rebecca,,TWELFTH WARD,42.67908162,-73.79504903,Entire home/apt,125,2,3,3/10/2024,2.43,1,238,3,
1.07974E+18,Lark St Oasis: Parking & Laundry,119340359,Lori,,SIXTH WARD,42.65607074,-73.76345323,Entire home/apt,106,28,6,3/10/2024,6,2,20,6,
1.09142E+18,2 bed with parking off Madison,232967878,Diana,,TENTH WARD,42.65988162,-73.78485791,Entire home/apt,105,2,0,,,22,87,0,
1.0915E+18,Triplex oasis w:parking near MVP,232967878,Diana,,SECOND WARD,42.6432406,-73.75805243,Entire home/apt,83,2,0,,,22,79,0,
1.098E+18,New Center square studio,232967878,Diana,,SIXTH WARD,42.65268877,-73.76567402,Entire home/apt,93,2,0,,,22,75,0,
1.10088E+18,"Homey, Quiet 2BR W/ Washer Dryer",152762198,Allen,,FOURTEENTH WARD,42.6700796,-73.80691103,Entire home/apt,100,3,0,,,9,155,0,
1.10498E+18,"Safe, Affordable, Adorable w/ Hot Tub and Coffee",382970529,Thomas,,THIRTEENTH WARD,42.66943099,-73.79881962,Private room,51,1,1,3/7/2024,1,10,0,1,
